Unit,Module,Title,Subheaders,Paragraph,Generated Question,Answer_generated
Collecting and Understanding Data,Data Collection,Study Design,,"Establishing causal inference is central to science. However, it is not possible to establish cause and effect relationships definitively with a nonexperimental study, whether it be an observational study with an available sample or a sample survey using random sampling. With an observational study, there is a strong possibility that the sample is not representative of the population. With an observational study or a survey, there is always the possibility that some unmeasured variable could be responsible for patterns observed in the data. With a well-designed experiment that randomly assigns subjects to treatments, those treatments should roughly balance any unmeasured variables. Because a randomized experiment balances the groups being compared on other factors, it is possible to study causal inference more accurately with an experiment than with an observational study. Observational studies are more passive and self-selected as subjects are exposed to a condition rather than being assigned. However, when the random assignment in experimental design is impractical or unethical, observational studies are the next best bet.","When a randomized experiment randomly assigns subjects to treatments, what should be responsible for patterns observed in the data?",Unmeasured variable
Collecting and Understanding Data,Data Collection,Study Design,,"In general, more data is better because more data yields more information. However, the manner in which data is collected is arguably more important than the availability of that data itself. If the data that is being collected has too little information to inform about the questions of interest, then the resulting conclusions may not be very informative. Power analysis is a process by which we can assess whether a given study design is likely to yield meaningful findings. Bias is another issue that can result from an unfair sampling of a population, or when measurements are systematically inaccurate on average. In the next section, we will address the issue of bias and validity of a study.",What is better because more data yields more information?,more data
Collecting and Understanding Data,Data Collection,Study Design,,"In general, more data is better because more data yields more information. However, the manner in which data is collected is arguably more important than the availability of that data itself. If the data that is being collected has too little information to inform about the questions of interest, then the resulting conclusions may not be very informative. Power analysis is a process by which we can assess whether a given study design is likely to yield meaningful findings. Bias is another issue that can result from an unfair sampling of a population, or when measurements are systematically inaccurate on average. In the next section, we will address the issue of bias and validity of a study.",What is arguably more important than the availability of the data itself?,Modality in which data is collected
Collecting and Understanding Data,Data Collection,Study Design,,"In general, more data is better because more data yields more information. However, the manner in which data is collected is arguably more important than the availability of that data itself. If the data that is being collected has too little information to inform about the questions of interest, then the resulting conclusions may not be very informative. Power analysis is a process by which we can assess whether a given study design is likely to yield meaningful findings. Bias is another issue that can result from an unfair sampling of a population, or when measurements are systematically inaccurate on average. In the next section, we will address the issue of bias and validity of a study.","If the data that is being collected has too little information to inform about the questions of interest, then the conclusions may not be what?",Very informative
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In data science, you will work with large amounts of data with a variety of tools in interpreted environments. The sheer amount of data in todays data science systems requires a lot of experience to manage the underlying hardware, and doing so efficiently and effectively is usually prohibitively expensive to do so. Additionally, managing the security, fault-tolerance, and data governance of the systems you are working on can be incredibly difficult to do from an IT level.",What type of tools will you use in interpreting environments?,Variety of tools
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In data science, you will work with large amounts of data with a variety of tools in interpreted environments. The sheer amount of data in todays data science systems requires a lot of experience to manage the underlying hardware, and doing so efficiently and effectively is usually prohibitively expensive to do so. Additionally, managing the security, fault-tolerance, and data governance of the systems you are working on can be incredibly difficult to do from an IT level.",What is the cost of managing the underlying hardware in todays data science systems?,Typically prohibitively expensive.
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In data science, you will work with large amounts of data with a variety of tools in interpreted environments. The sheer amount of data in todays data science systems requires a lot of experience to manage the underlying hardware, and doing so efficiently and effectively is usually prohibitively expensive to do so. Additionally, managing the security, fault-tolerance, and data governance of the systems you are working on can be incredibly difficult to do from an IT level.","How can managing the security, fault tolerance, and data governance of the systems you are working on?",incredibly difficult
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In situations like these, especially when you might not know the scale of the system you want to build, cloud computing can be a great boon to your efforts. By purchasing either Infrastructure as a Service (IaaS), Platform as a Service (PaaS), or Software as a Service (SaaS), you can choose to rely on another company to manage some aspect of the underlying hardware/software issues and focus on data science. The main benefits of cloud computing are the following:",What can be a great boon to your efforts in situations like these?,cloud computing
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In situations like these, especially when you might not know the scale of the system you want to build, cloud computing can be a great boon to your efforts. By purchasing either Infrastructure as a Service (IaaS), Platform as a Service (PaaS), or Software as a Service (SaaS), you can choose to rely on another company to manage some aspect of the underlying hardware/software issues and focus on data science. The main benefits of cloud computing are the following:",What is the main benefit of cloud computing?,
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You are able to trade the cost of buying all of the hardware for your projects and managing them, for whatever cost the cloud provider asks you to pay. In practice, these costs will be based on your usage rather than the hardware itself, which can allow for savings in the long run.",What is the cost of buying all of the hardware for your projects?,
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You are able to trade the cost of buying all of the hardware for your projects and managing them, for whatever cost the cloud provider asks you to pay. In practice, these costs will be based on your usage rather than the hardware itself, which can allow for savings in the long run.",What does the cloud provider ask you to pay?,whatever cost
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You are able to trade the cost of buying all of the hardware for your projects and managing them, for whatever cost the cloud provider asks you to pay. In practice, these costs will be based on your usage rather than the hardware itself, which can allow for savings in the long run.","In practice, what will the costs be based on?",Your usage
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You do not need to worry about capacities as much. As the main cloud providers have large data systems in place, you do not need to worry about infrastructure capacity or about ensuring that systems cache as intended. Instead, you can make use of the servers that are present to accomplish your goals.",What are the main cloud providers that have large data systems in place?,
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You do not need to worry about capacities as much. As the main cloud providers have large data systems in place, you do not need to worry about infrastructure capacity or about ensuring that systems cache as intended. Instead, you can make use of the servers that are present to accomplish your goals.",What can you make use of to accomplish your goals?,Servers
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You can purchase these services for potentially less than what you might have thought possible. As you share the cloud with other users, you are able to pay less for more power which, along with specialized chips only available in some cloud instances, can make the cloud much cheaper for the processing power given than other systems.",What can you buy for less than what you thought?,Cloud services
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"You can purchase these services for potentially less than what you might have thought possible. As you share the cloud with other users, you are able to pay less for more power which, along with specialized chips only available in some cloud instances, can make the cloud much cheaper for the processing power given than other systems.",What can make the cloud much cheaper for the processing power given than other systems?,specialized chips
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For all of these reasons, the cloud is becoming the place to do data science in, especially for large and unstructured data. As a result, however, you will need to understand the cloud and use it accordingly to manage your data. In particular, you will need to pay attention to the types of storage and processing you are purchasing from the cloud. In general, there are many ways to use the cloud, but the most important factor to consider when using the cloud to host data is the structure/usage patterns of the underlying data.",What is becoming the place to do data science in?,The cloud
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For all of these reasons, the cloud is becoming the place to do data science in, especially for large and unstructured data. As a result, however, you will need to understand the cloud and use it accordingly to manage your data. In particular, you will need to pay attention to the types of storage and processing you are purchasing from the cloud. In general, there are many ways to use the cloud, but the most important factor to consider when using the cloud to host data is the structure/usage patterns of the underlying data.",What is the most important factor to consider when using the cloud to host data?,The structure/usage patterns of the underlying data.
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For unstructured data that has high-data temperature, i.e., data that you need to read and write a lot, you should try to use a block-based storage system. Systems like these work like network hard drives, which can make them incredibly useful when you wish to perform large-scale processing tasks and data cleaning tasks.",What type of storage system does unstructured data have?,block-based
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For unstructured data that has high-data temperature, i.e., data that you need to read and write a lot, you should try to use a block-based storage system. Systems like these work like network hard drives, which can make them incredibly useful when you wish to perform large-scale processing tasks and data cleaning tasks.",What is a block-based storage system that can be used for?,Large-scale processing tasks and data cleaning tasks
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For large files that are low-write but high-read, an object-based storage system might be more beneficial. Object-based systems store files as key-value pairs, allowing people with the write key and access permissions to download the files accordingly. They are best for Binary Large OBject files (BLOBs) or when you might want to distribute a data file to many people to allow them to process it on their own systems.",What is an object-based storage system that stores files as key-value pairs?,A key-value pairs
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For large files that are low-write but high-read, an object-based storage system might be more beneficial. Object-based systems store files as key-value pairs, allowing people with the write key and access permissions to download the files accordingly. They are best for Binary Large OBject files (BLOBs) or when you might want to distribute a data file to many people to allow them to process it on their own systems.",What are the best for binary large OBject files?,BLOBs
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For structured data that you might need to write to constantly, you might want to consider a relational database system. These systems enforce a lot of constraints on the underlying data but, in doing so, ensure that each operation has Atomicity, Consistency, Isolation, and Durability properties. These systems use the SQL, or Structured Query Language, as a basis for every operation available and are especially important when you want consistency in your data.",What does a relational database system enforce?,Constraints on the underlying data
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"For structured data that you might need to write to constantly, you might want to consider a relational database system. These systems enforce a lot of constraints on the underlying data but, in doing so, ensure that each operation has Atomicity, Consistency, Isolation, and Durability properties. These systems use the SQL, or Structured Query Language, as a basis for every operation available and are especially important when you want consistency in your data.",What does the Structured Query Language serve as?,A basis for every operation available.
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Alternatively, if your data is not structured enough to fit in the tight schema requirements of a relational database, one can try a non-relational database system. These systems dont need to adhere to the requirements of an  SQL schema structure and thus to the consistency provided but gain added flexibility and scale. Such databases allow you to store a wider variety of data and scale it up to more computers much easier than a traditional database system.",What does a non-relational database system need to adhere to?,An SQL schema structure
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Alternatively, if your data is not structured enough to fit in the tight schema requirements of a relational database, one can try a non-relational database system. These systems dont need to adhere to the requirements of an  SQL schema structure and thus to the consistency provided but gain added flexibility and scale. Such databases allow you to store a wider variety of data and scale it up to more computers much easier than a traditional database system.",What is a better way to store a wider variety of data?,A non-relational database system.
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Each of these systems will be useful for different use cases, and you will need to carefully consider your use case before deciding on what to use. Besides these hosting concerns, you will also need to consider the following carefully:",What will each of these systems be useful for?,Different use cases
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Each of these systems will be useful for different use cases, and you will need to carefully consider your use case before deciding on what to use. Besides these hosting concerns, you will also need to consider the following carefully:",What should you consider before you decide on what to use?,Your use case
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Budget: As cloud resources are based on what you use, it pays to monitor your resources carefully and constantly check your usage limits. Most cloud providers have methods to monitor your usage, which can help you both understand and automatically stop extraneous usage accordingly.",What is your budget based on?,What you use
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Budget: As cloud resources are based on what you use, it pays to monitor your resources carefully and constantly check your usage limits. Most cloud providers have methods to monitor your usage, which can help you both understand and automatically stop extraneous usage accordingly.",What do most cloud providers have to do to monitor your usage?,Modify
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Budget: As cloud resources are based on what you use, it pays to monitor your resources carefully and constantly check your usage limits. Most cloud providers have methods to monitor your usage, which can help you both understand and automatically stop extraneous usage accordingly.",How can you stop extraneous use?,Automatically
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Security: While cloud providers maintain the security of the infrastructure for you, you still need to keep in mind good practices for the security of the software you are running. Checking if your systems are vulnerable to the latest Log4J or SQL injection attack is not your main priority as a data scientist, but knowing best practices and discussing the architecture with experts is a huge priority, especially if the data in question is confidential user data.",What do cloud providers maintain for you?,The security of the infrastructure
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Security: While cloud providers maintain the security of the infrastructure for you, you still need to keep in mind good practices for the security of the software you are running. Checking if your systems are vulnerable to the latest Log4J or SQL injection attack is not your main priority as a data scientist, but knowing best practices and discussing the architecture with experts is a huge priority, especially if the data in question is confidential user data.",What is not your main priority as a data scientist?,Log4J or SQL injection attack
Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"Your Security: While cloud providers maintain the security of the infrastructure for you, you still need to keep in mind good practices for the security of the software you are running. Checking if your systems are vulnerable to the latest Log4J or SQL injection attack is not your main priority as a data scientist, but knowing best practices and discussing the architecture with experts is a huge priority, especially if the data in question is confidential user data.",How is the data in question confidential?,User data
Problem Identification and Solution Vision,Problem Identification,Evidence Value Proposition,,"We use a framework to formulate questions that carefully define business needs and extract business objectives that can be met using data science techniques. This framework can help a data science team meet the expectations of the client and deliver a solution that meets the business needs. The Evidence Value Proposition (EVP) framework was developed to help determine the desired analytic objectives and provide evidence that the objectives can be met with the appropriate data and technology. This methodology, as shown in figure 1 below, shows five (5) steps guided by questions that help formulate business objectives.\r",What is a framework that can help a data science team meet the expectations of the client and deliver a solution that meets the business needs?,EVP
Problem Identification and Solution Vision,Problem Identification,Evidence Value Proposition,,"We use a framework to formulate questions that carefully define business needs and extract business objectives that can be met using data science techniques. This framework can help a data science team meet the expectations of the client and deliver a solution that meets the business needs. The Evidence Value Proposition (EVP) framework was developed to help determine the desired analytic objectives and provide evidence that the objectives can be met with the appropriate data and technology. This methodology, as shown in figure 1 below, shows five (5) steps guided by questions that help formulate business objectives.\r",What framework was developed to help determine the desired analytic objectives and provide evidence that the objectives can be met with the appropriate data and technology?,The Evidence Value Proposition (EVP) framework
Problem Identification and Solution Vision,Problem Identification,Evidence Value Proposition,,Figure 1. Evidence Value Proposition Framework,What is the evidence value proposition framework?,
Deep Learning and Model Deployment,CPU vs. GPU,Quiz 8,,,What does nan do?,He is a nurse
Deep Learning and Model Deployment,CPU vs. GPU,Quiz 8,,,What is the name of the nnan?,The nan name is Peter Durning.
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle structures the activities of the data science team. It should not be considered to be linear as there must be iterations of questioning and research involved in each phase. The framework consists of several major stages:  The framework involves input from various members of the data science team, as well as the client, as stated below:",What structure does the data science lifecycle structure?,The data science lifecycle structure is the activities of the data science team.
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle structures the activities of the data science team. It should not be considered to be linear as there must be iterations of questioning and research involved in each phase. The framework consists of several major stages:  The framework involves input from various members of the data science team, as well as the client, as stated below:",What does the framework consist of?,several major stages
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle structures the activities of the data science team. It should not be considered to be linear as there must be iterations of questioning and research involved in each phase. The framework consists of several major stages:  The framework involves input from various members of the data science team, as well as the client, as stated below:",The framework involves input from what?,"The data science team, as well as the client"
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Business Understanding involves framing the objectives and assessing data science readiness. The client and data science team are involved in this stage to ensure that the analytic solutions meet the business objectives.,What involves framing the objectives and assessing data science readiness?,Business Understanding
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Business Understanding involves framing the objectives and assessing data science readiness. The client and data science team are involved in this stage to ensure that the analytic solutions meet the business objectives.,Who is involved in this stage to ensure that the analytic solutions meet the business objectives?,The client and data science team
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Data Acquisition involves gathering data from various appropriate sources. Data preparation techniques are employed to ensure the data is useful for analysis.,What involves collecting data from various appropriate sources?,Data Acquisition
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Data Acquisition involves gathering data from various appropriate sources. Data preparation techniques are employed to ensure the data is useful for analysis.,Data preparation techniques are employed to ensure the data is useful for what?,Analysis
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"Modeling involves choosing the appropriate model for the problem (we see why business understanding comes first!) even though it is often mistaken as the first stage of the process. Modeling typically consists of feature engineering, algorithm selection, model training, and evaluation.",What is the first step in modeling?,Business understanding
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"Modeling involves choosing the appropriate model for the problem (we see why business understanding comes first!) even though it is often mistaken as the first stage of the process. Modeling typically consists of feature engineering, algorithm selection, model training, and evaluation.",What is often mistaken as the first stage of the process?,Modeling
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"Modeling involves choosing the appropriate model for the problem (we see why business understanding comes first!) even though it is often mistaken as the first stage of the process. Modeling typically consists of feature engineering, algorithm selection, model training, and evaluation.",Modeling typically involves what?,"feature engineering, algorithm selection, model training, and evaluation"
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Deployment involves the implementation of the solution developed in the operating environment of the business. One should always remember that a business needs to measure the impact of the deployed solution to ensure the success of the solution.,What involves the implementation of the solution developed in the operating environment of the business?,deployment
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,Deployment involves the implementation of the solution developed in the operating environment of the business. One should always remember that a business needs to measure the impact of the deployed solution to ensure the success of the solution.,What is the purpose of a business to measure the impact of the deployed solution?,To ensure the success of the solution.
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle can seem daunting at first, but a data scientist will not complete all the tasks alone. A productive team will consist of individuals with complementary skills filling various roles that can ensure the project is successfully executed.",What can seem daunting at first?,The data science lifecycle.
Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle can seem daunting at first, but a data scientist will not complete all the tasks alone. A productive team will consist of individuals with complementary skills filling various roles that can ensure the project is successfully executed.",What will a team of people do to ensure the project is successful?,Filling various roles
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","[Required Reading] Paper: Poursabzi-Sangdeh, F., Goldstein, D. G., Hofman, J. M., Wortman Vaughan, J. W., & Wallach, H. (2021, May). Manipulating and measuring model interpretability. In Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems (pp. 1-52). (Requires CMU credentials to access)",What paper did the CHI Conference on Human Factors in Computing Systems hold?,Manipulating and measuring model interpretability.
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","[Required Reading] Paper: Poursabzi-Sangdeh, F., Goldstein, D. G., Hofman, J. M., Wortman Vaughan, J. W., & Wallach, H. (2021, May). Manipulating and measuring model interpretability. In Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems (pp. 1-52). (Requires CMU credentials to access)",What is the requirement for CMU credentials to access?,Yes
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The first author is a Senior Program Manager who studies AI and ethics in research and engineering. The remaining authors are affiliated with the Computational Social Science research group at Microsoft, which studies how to help laypeople (e.g., users of Microsoft products) make sense of numerical data.",Who is the first author to study AI and ethics in research and engineering?,Senior Program Manager
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The first author is a Senior Program Manager who studies AI and ethics in research and engineering. The remaining authors are affiliated with the Computational Social Science research group at Microsoft, which studies how to help laypeople (e.g., users of Microsoft products) make sense of numerical data.",What research group at Microsoft studies how to help laypeople make sense of numerical data?,Computational Social Science
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",The paper is targeting ML researchers and practitioners who build machine learning systems that interact with the end-user.,What is the purpose of the paper?,
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",The paper is targeting ML researchers and practitioners who build machine learning systems that interact with the end-user.,What are ML researchers and practitioners who build?,machine learning systems
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","Machine learning models are increasingly used to aid decision-making in high-stakes domains and to influence peoples everyday decisions. However, people are reluctant to use these models due to concerns about their underlying mechanisms and fairness. In response, a prolific line of research on machine learning interpretability has emerged. This paper is one such research work.",What are machines increasingly used to aid decision-making in high-stakes domains?,Machine learning models
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","Machine learning models are increasingly used to aid decision-making in high-stakes domains and to influence peoples everyday decisions. However, people are reluctant to use these models due to concerns about their underlying mechanisms and fairness. In response, a prolific line of research on machine learning interpretability has emerged. This paper is one such research work.",People are reluctant to use these models due to concerns about their underlying mechanisms and fairness?,
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","Machine learning models are increasingly used to aid decision-making in high-stakes domains and to influence peoples everyday decisions. However, people are reluctant to use these models due to concerns about their underlying mechanisms and fairness. In response, a prolific line of research on machine learning interpretability has emerged. This paper is one such research work.",What is one such research work?,machine learning interpretability
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The paper contributes a novel perspective that interpretability is a latent property that cannot be directly measured. However, it can be influenced by measurable properties and has a measurable influence on peoples behavior.",What is interpretability a latent property that cannot be directly measured?,
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The paper contributes a novel perspective that interpretability is a latent property that cannot be directly measured. However, it can be influenced by measurable properties and has a measurable influence on peoples behavior.",What does interpretability have a measurable influence on?,Peoples behavior
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","This perspective addresses the existing lack of consensus on the definition of interpretability in current literature. In addition, the paper reports an unintuitive result that clear models with fewer features are not better than complex or black-box models in their ability to help people make beneficial decisions or detect errors.",What does the paper report that clear models with less features are not better than complex or black-box models in their ability to help people make beneficial decisions?,
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The overall experimental procedure is to various factors that may influence a models interpretability and measure their effect on peoples behaviors, with a focus on the following aspects:",What is the overall experimental procedure to?,Variable factors that may influence a models interpretability and measure their effect on peoples behaviors
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The overall experimental procedure is to various factors that may influence a models interpretability and measure their effect on peoples behaviors, with a focus on the following aspects:",What factors may influence a model interpretability and measure their effect on peoples behaviors?,Variable factors
Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",RQ1: How well can people simulate a models prediction?,How well can people simulate a model prediction?,QA1
