,Unit,Module,Title,Subheaders,Paragraph,Generated Question,Key Concepts,Information Score
4765,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"In this expression, the symbol  means cthe sum ofd and D represents the bond                    energy in kilojoules per mole, which is always a positive number. The bond                    energy is obtained from a table, like the Bond Energies table above, and will depend on whether the                    particular bond is a single, double, or triple bond. Thus, in calculating                    enthalpies in this manner, it is important that we consider the bonding in all                    reactants and products. Because D values are typically averages for one type of                    bond in many different molecules, this calculation provides a rough estimate,                    not an exact value, for the enthalpy of reaction.",What is the bond energy in kilojoules per mole?,"['double', 'sum', 'type', 'represent', 'rough', 'symbol', 'ofd', 'mean', 'molecule', 'reaction', 'important', 'depend', 'different', 'number', 'expression', 'calculation', 'table', 'consider', 'exact', 'value', 'product', 'manner', 'kilojoule', 'reactant', 'triple', 'bonding', 'particular', 'enthalpy', 'energy', 'obtain', 'd', 'average', 'single', 'provide', 'mole', 'calculate', 'estimate', 'bond', 'positive']",0.0
4766,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"In this expression, the symbol  means cthe sum ofd and D represents the bond                    energy in kilojoules per mole, which is always a positive number. The bond                    energy is obtained from a table, like the Bond Energies table above, and will depend on whether the                    particular bond is a single, double, or triple bond. Thus, in calculating                    enthalpies in this manner, it is important that we consider the bonding in all                    reactants and products. Because D values are typically averages for one type of                    bond in many different molecules, this calculation provides a rough estimate,                    not an exact value, for the enthalpy of reaction.","The bond energy is obtained from a table, like the Bond Energies table above, and will depend on whether the particular bond is a single, double, or triple bond?","['double', 'sum', 'type', 'represent', 'rough', 'symbol', 'ofd', 'mean', 'molecule', 'reaction', 'important', 'depend', 'different', 'number', 'expression', 'calculation', 'table', 'consider', 'exact', 'value', 'product', 'manner', 'kilojoule', 'reactant', 'triple', 'bonding', 'particular', 'enthalpy', 'energy', 'obtain', 'd', 'average', 'single', 'provide', 'mole', 'calculate', 'estimate', 'bond', 'positive']",0.652173913043478
4767,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"Using bond energies from the table above, calculate the enthalpy change of                        the following reaction:","Using bond energies from the table above, calculate the enthalpy change of what?","['reaction', 'change', 'enthalpy', 'energy', 'calculate', 'following', 'table', 'bond']",0.0
4768,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,or,What is the name of the person who is responsible for generating a question?,[],0.0
4769,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"To form two moles of HCl, one mole of HH bonds and one mole of ClCl bonds                        must be broken. The energy required to break these bonds is the sum of the                        bond energy of the HH bond (436 kJ/mol) and the ClCl bond (243 kJ/mol).                        During the reaction, two moles of HCl bonds are formed (bond energy = 432                        kJ/mol), releasing 2  432 kJ; or 864 kJ. Because the bonds in the products                        are stronger than those in the reactants, the reaction releases more energy                        than it consumes:",How many moles of HCl must be formed?,"['require', 'form', 'reaction', '=', 'sum', 'energy', 'hh', 'clcl', 'HCl', 'product', 'strong', 'reactant', 'mole', 'release', 'consume', 'break', 'bond']",0.0
4770,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"To form two moles of HCl, one mole of HH bonds and one mole of ClCl bonds                        must be broken. The energy required to break these bonds is the sum of the                        bond energy of the HH bond (436 kJ/mol) and the ClCl bond (243 kJ/mol).                        During the reaction, two moles of HCl bonds are formed (bond energy = 432                        kJ/mol), releasing 2  432 kJ; or 864 kJ. Because the bonds in the products                        are stronger than those in the reactants, the reaction releases more energy                        than it consumes:",What is the sum of the bond energy of the HH bond and the ClCl bond?,"['require', 'form', 'reaction', '=', 'sum', 'energy', 'hh', 'clcl', 'HCl', 'product', 'strong', 'reactant', 'mole', 'release', 'consume', 'break', 'bond']",0.0
4771,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"To form two moles of HCl, one mole of HH bonds and one mole of ClCl bonds                        must be broken. The energy required to break these bonds is the sum of the                        bond energy of the HH bond (436 kJ/mol) and the ClCl bond (243 kJ/mol).                        During the reaction, two moles of HCl bonds are formed (bond energy = 432                        kJ/mol), releasing 2  432 kJ; or 864 kJ. Because the bonds in the products                        are stronger than those in the reactants, the reaction releases more energy                        than it consumes:",How many kJ/mol are formed during the reaction?,"['require', 'form', 'reaction', '=', 'sum', 'energy', 'hh', 'clcl', 'HCl', 'product', 'strong', 'reactant', 'mole', 'release', 'consume', 'break', 'bond']",0.0
4772,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"Methanol, CH3OH, may be an excellent alternative fuel. The                        high-temperature reaction of steam and carbon produces a mixture of the                        gases carbon monoxide, CO, and hydrogen, H2, from which methanol                        can be produced. Using the bond energies in Table, calculate the approximate                        enthalpy change, \xceH, for the reaction here:",What is CH3OH?,"['fuel', 'gas', '\\xceh', 'alternative', 'carbon', 'mixture', 'reaction', 'temperature', 'steam', 'approximate', 'methanol', 'change', 'enthalpy', 'energy', 'excellent', 'calculate', 'high', 'produce', 'bond']",0.0
4773,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"Methanol, CH3OH, may be an excellent alternative fuel. The                        high-temperature reaction of steam and carbon produces a mixture of the                        gases carbon monoxide, CO, and hydrogen, H2, from which methanol                        can be produced. Using the bond energies in Table, calculate the approximate                        enthalpy change, \xceH, for the reaction here:","What is a mixture of carbon monoxide, CO, and hydrogen, H2, from which methanol can be produced?","['fuel', 'gas', '\\xceh', 'alternative', 'carbon', 'mixture', 'reaction', 'temperature', 'steam', 'approximate', 'methanol', 'change', 'enthalpy', 'energy', 'excellent', 'calculate', 'high', 'produce', 'bond']",0.6470588235294118
4774,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"First, we need to write the Lewis structures of the reactants and the                        products:",What is the first thing that we need to write the Lewis structures of the reactants and the products?,"['need', 'write', 'structure', 'product', 'reactant']",0.0
4775,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"First, we need to write the Lewis structures of the reactants and the                        products:",What structure does the Lewis structure have?,"['need', 'write', 'structure', 'product', 'reactant']",0.0
4776,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"From this, we see that \xceH for this reaction involves                        the energy required to break a CO triple bond and two HH single bonds, as                        well as the energy produced by the formation of three CH single bonds, a                        CO single bond, and an OH single bond. We can express this as follows:",xceH involves the energy required to break a CO triple bond and two HH single bonds?,"['require', 'follow', 'reaction', 'involve', 'energy', '\\xceh', 'bond', 'formation', 'hh', 'single', 'express', 'oh', 'produce', 'break', 'triple']",0.1875
4777,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"From this, we see that \xceH for this reaction involves                        the energy required to break a CO triple bond and two HH single bonds, as                        well as the energy produced by the formation of three CH single bonds, a                        CO single bond, and an OH single bond. We can express this as follows:",How many CH single bonds are formed?,"['require', 'follow', 'reaction', 'involve', 'energy', '\\xceh', 'bond', 'formation', 'hh', 'single', 'express', 'oh', 'produce', 'break', 'triple']",0.0
4778,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"From this, we see that \xceH for this reaction involves                        the energy required to break a CO triple bond and two HH single bonds, as                        well as the energy produced by the formation of three CH single bonds, a                        CO single bond, and an OH single bond. We can express this as follows:",What is the energy produced by the formation of?,"['require', 'follow', 'reaction', 'involve', 'energy', '\\xceh', 'bond', 'formation', 'hh', 'single', 'express', 'oh', 'produce', 'break', 'triple']",0.0
4779,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"Using the bond energy values in the table above, we obtain:",What do we obtain using the bond energy values in the table?,"['energy', 'obtain', 'table', 'bond', 'value']",0.0
4780,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,"In the following series of activities, we will calculate the change in                        enthalpy for the reaction below using bond energies.",In what series of activities will we calculate the change in enthalpy for the reaction below?,"['follow', 'activity', 'reaction', 'change', 'enthalpy', 'energy', 'calculate', 'bond', 'series']",0.0
4781,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,Adapted from Openstax Chemistry under  Creative Commons Attribution                        4.0 License.,Adapted from Openstax Chemistry under what Creative Commons Attribution 4.0 License?,"['license', 'adapt']",0.0
4782,Chemical Bonding and Molecular Geometry,Lewis Structures,Energy of Covalent Bonds,,Download for free at .,What is a free download at.pdf?,['free'],0.0
4783,Gases,Gas Laws,The Ideal Gas Law,,"To this point, four separate laws have beendiscussed that relate pressure, volume, temperature, and the number of moles of thegas:","How many laws have been discussed in regards to pressure, volume, temperature and the number of moles of thegas?","['pressure', 'separate', 'law', 'beendiscusse', 'temperature', 'relate', 'thegas', 'number', 'point', 'mole', 'volume']",0.0
4784,Gases,Gas Laws,The Ideal Gas Law,,Combining these four laws yields the ideal gaslaw.,What is the ideal gaslaw?,"['gaslaw', 'law', 'combine', 'yield', 'ideal']",0.0
4785,Gases,Gas Laws,The Ideal Gas Law,,Combining these four laws yields the ideal gaslaw.,How many laws does a combination of these laws yield?,"['gaslaw', 'law', 'combine', 'yield', 'ideal']",0.3333333333333333
4786,Gases,Gas Laws,The Ideal Gas Law,,"The ideal gas lawrelation between the pressure, volume, amount, and temperature of a gas under conditions derived by combination of the simple gas laws shows the relation between the pressure, volume, temperature,and number of moles of a gas:","What is the ideal gas lawrelation between the pressure, volume, amount, and temperature of a gas under conditions derived by combination of the simple gas laws?","['relation', 'pressure', 'gas', 'lawrelation', 'combination', 'law', 'temperature', 'condition', 'simple', 'derive', 'number', 'mole', 'volume', 'ideal', 'show']",0.3333333333333333
4787,Gases,Gas Laws,The Ideal Gas Law,,"relation between the pressure, volume, amount, and temperature of a gas under conditions derived by combination of the simple gas laws","What is the relation between pressure, volume, amount and temperature of a gas?","['relation', 'pressure', 'gas', 'combination', 'law', 'temperature', 'condition', 'simple', 'volume', 'derive']",0.38461538461538464
4788,Gases,Gas Laws,The Ideal Gas Law,,"relation between the pressure, volume, amount, and temperature of a gas under conditions derived by combination of the simple gas laws",What is a combination of the simple gas laws?,"['relation', 'pressure', 'gas', 'combination', 'law', 'temperature', 'condition', 'simple', 'volume', 'derive']",0.5555555555555556
4789,Gases,Gas Laws,The Ideal Gas Law,,"where P is the pressure of a gas, V is its volume, n is the number of moles ofthe gas, T is its temperature on the kelvin scale, andR is a constant called the ideal gas constant or theuniversal gas constant. The units used to express pressure, volume, andtemperature will determine the proper form of the gas constant as required bydimensional analysis, the most commonly encountered values being 0.08206 L atmmol  K  and 8.314 kPa L mol  K .","What is the pressure of a gas, V is its volume, n is the number of moles of the gas, T is its temperature on the kelvin scale, andR is a constant called what?","['ofthe', 'gas', 'express', 'scale', 'andtemperature', 'temperature', 'number', 'analysis', 'value', 'pressure', 'encounter', 'volume', 'ideal', 'require', 'unit', 'form', 'bydimensional', 'constant', 'theuniversal', 't', 'call', 'determine', 'p', 'proper', 'mole']",1.4545454545454544
4790,Gases,Gas Laws,The Ideal Gas Law,,"where P is the pressure of a gas, V is its volume, n is the number of moles ofthe gas, T is its temperature on the kelvin scale, andR is a constant called the ideal gas constant or theuniversal gas constant. The units used to express pressure, volume, andtemperature will determine the proper form of the gas constant as required bydimensional analysis, the most commonly encountered values being 0.08206 L atmmol  K  and 8.314 kPa L mol  K .","The units used to express pressure, volume, andtemperature will determine what type of constant?","['ofthe', 'gas', 'express', 'scale', 'andtemperature', 'temperature', 'number', 'analysis', 'value', 'pressure', 'encounter', 'volume', 'ideal', 'require', 'unit', 'form', 'bydimensional', 'constant', 'theuniversal', 't', 'call', 'determine', 'p', 'proper', 'mole']",0.0
4791,Gases,Gas Laws,The Ideal Gas Law,,"Gases whose properties of P , V , and T are accuratelydescribed by the ideal gas law (or the other gas laws) are said to exhibit idealbehavior or to approximate the traits of an ideal gas. An ideal gas is a hypotheticalconstruct that may be used along with kinetic molecular theory to effectively explainthe gas laws as will be described later in this unit. Although all the calculationspresented in this module assume ideal behavior, this assumption is only reasonable forgases under conditions of relatively low pressure and high temperature. In the finalmodule of this unit, a modified gas law will be introduced that accounts for thenon-ideal behavior observed for many gases at relatively high pressures and lowtemperatures.","What are gases whose properties of P, V, and T accurately described by?","['gas', 'trait', 'accuratelydescribe', 'molecular', 'finalmodule', 'law', 'condition', 'hypotheticalconstruct', 'theory', 'behavior', 'exhibit', 'lowtemperature', 'describe', 'assumption', 'thenon', 'temperature', 'introduce', 'modify', 'observe', 'pressure', 'calculationspresente', 'forgase', 'reasonable', 'module', 'assume', 'approximate', 'low', 'ideal', 'unit', 'kinetic', 'account', 'say', 't', 'p', 'high', 'property']",1.3846153846153841
4792,Gases,Gas Laws,The Ideal Gas Law,,"Gases whose properties of P , V , and T are accuratelydescribed by the ideal gas law (or the other gas laws) are said to exhibit idealbehavior or to approximate the traits of an ideal gas. An ideal gas is a hypotheticalconstruct that may be used along with kinetic molecular theory to effectively explainthe gas laws as will be described later in this unit. Although all the calculationspresented in this module assume ideal behavior, this assumption is only reasonable forgases under conditions of relatively low pressure and high temperature. In the finalmodule of this unit, a modified gas law will be introduced that accounts for thenon-ideal behavior observed for many gases at relatively high pressures and lowtemperatures.",What is a hypotheticalconstruct that may be used along with kinetic molecular theory to effectively explain the gas laws?,"['gas', 'trait', 'accuratelydescribe', 'molecular', 'finalmodule', 'law', 'condition', 'hypotheticalconstruct', 'theory', 'behavior', 'exhibit', 'lowtemperature', 'describe', 'assumption', 'thenon', 'temperature', 'introduce', 'modify', 'observe', 'pressure', 'calculationspresente', 'forgase', 'reasonable', 'module', 'assume', 'approximate', 'low', 'ideal', 'unit', 'kinetic', 'account', 'say', 't', 'p', 'high', 'property']",0.9999999999999996
4793,Gases,Gas Laws,The Ideal Gas Law,,"Gases whose properties of P , V , and T are accuratelydescribed by the ideal gas law (or the other gas laws) are said to exhibit idealbehavior or to approximate the traits of an ideal gas. An ideal gas is a hypotheticalconstruct that may be used along with kinetic molecular theory to effectively explainthe gas laws as will be described later in this unit. Although all the calculationspresented in this module assume ideal behavior, this assumption is only reasonable forgases under conditions of relatively low pressure and high temperature. In the finalmodule of this unit, a modified gas law will be introduced that accounts for thenon-ideal behavior observed for many gases at relatively high pressures and lowtemperatures.","In the finalmodule of this unit, a modified gas law will be introduced that accounts for thenon-ideal behavior observed for many gases at what?","['gas', 'trait', 'accuratelydescribe', 'molecular', 'finalmodule', 'law', 'condition', 'hypotheticalconstruct', 'theory', 'behavior', 'exhibit', 'lowtemperature', 'describe', 'assumption', 'thenon', 'temperature', 'introduce', 'modify', 'observe', 'pressure', 'calculationspresente', 'forgase', 'reasonable', 'module', 'assume', 'approximate', 'low', 'ideal', 'unit', 'kinetic', 'account', 'say', 't', 'p', 'high', 'property']",0.8260869565217388
4794,Gases,Gas Laws,The Ideal Gas Law,,"The ideal gas equation contains five terms, theideal gas constantconstant derived from the ideal gas equation R = 0.08206 L atm mol K or 8.314 L kPa mol K, R , and the variable properties P , V , n , andT . Specifying any four of these terms will permit use ofthe ideal gas law to calculate the fifth term as demonstrated in the following examples.",How many terms does the ideal gas equation contain?,"['gas', 'contain', 'law', 'demonstrate', 'theideal', 'andt', 'variable', 'permit', 'constantconstant', 'specify', 'example', '=', 'r', 'equation', 'ideal', 'fifth', 'follow', 'use', 'term', 'p', 'calculate', 'property', 'derive']",0.0
4795,Gases,Gas Laws,The Ideal Gas Law,,"The ideal gas equation contains five terms, theideal gas constantconstant derived from the ideal gas equation R = 0.08206 L atm mol K or 8.314 L kPa mol K, R , and the variable properties P , V , n , andT . Specifying any four of these terms will permit use ofthe ideal gas law to calculate the fifth term as demonstrated in the following examples.",What is theideal gas constantconstant derived from?,"['gas', 'contain', 'law', 'demonstrate', 'theideal', 'andt', 'variable', 'permit', 'constantconstant', 'specify', 'example', '=', 'r', 'equation', 'ideal', 'fifth', 'follow', 'use', 'term', 'p', 'calculate', 'property', 'derive']",0.0
4796,Gases,Gas Laws,The Ideal Gas Law,,"The ideal gas equation contains five terms, theideal gas constantconstant derived from the ideal gas equation R = 0.08206 L atm mol K or 8.314 L kPa mol K, R , and the variable properties P , V , n , andT . Specifying any four of these terms will permit use ofthe ideal gas law to calculate the fifth term as demonstrated in the following examples.",How many of the terms will allow use of ideal gas law to calculate the fifth term?,"['gas', 'contain', 'law', 'demonstrate', 'theideal', 'andt', 'variable', 'permit', 'constantconstant', 'specify', 'example', '=', 'r', 'equation', 'ideal', 'fifth', 'follow', 'use', 'term', 'p', 'calculate', 'property', 'derive']",0.0
4797,Gases,Gas Laws,The Ideal Gas Law,,constant derived from the ideal gas equation R = 0.08206 L atm mol K or 8.314 L kPa mol K,What is the constant derived from the ideal gas equation R = 0.08206 L atm mol K or 8.314 L kPa?,"['gas', 'constant', 'r', 'derive', 'equation', 'ideal']",0.15789473684210525
4798,Gases,Gas Laws,The Ideal Gas Law,,"If the number of moles of an ideal gas are kept constant under two different setsof conditions, a useful mathematical relationship called the combined gas law isobtained:",What is a useful mathematical relationship that isobtained?,"['useful', 'gas', 'setsof', 'constant', 'isobtaine', 'different', 'law', 'condition', 'combine', 'mathematical', 'keep', 'number', 'relationship', 'mole', 'call', 'ideal']",1.0
4799,Gases,Gas Laws,The Ideal Gas Law,,"using units of atm, L, and K. Both sets of conditions are equal to the productof n  R (where n = the number of moles of the gas and R is the idealgas law constant).",What are two sets of conditions equal to?,"['unit', 'gas', '=', 'equal', 'constant', 'law', 'condition', 'atm', 'r', 'number', 'mole', 'set']",0.0
4800,Gases,Gas Laws,The Ideal Gas Law,,"using units of atm, L, and K. Both sets of conditions are equal to the productof n  R (where n = the number of moles of the gas and R is the idealgas law constant).",What is the idealgas law constant?,"['unit', 'gas', '=', 'equal', 'constant', 'law', 'condition', 'atm', 'r', 'number', 'mole', 'set']",0.0
4801,Gases,Gas Laws,The Ideal Gas Law,,"When filled with air, a typical scuba tank witha volume of 13.2 L has a pressure of 153 atm. If the water temperature is 27 C, howmany liters of air will such a tank provide to a divers lungs at a depth ofapproximately 70 feet in the ocean where the pressure is 3.13 atm?",What is the pressure of a typical scuba tank with a volume of 13.2 L?,"['diver', 'scuba', 'liter', 'air', 'ocean', 'temperature', 'lung', 'fill', 'witha', 'pressure', 'c', 'howmany', 'tank', 'volume', 'water', 'typical', 'atm', 'provide', 'foot', 'depth']",0.7692307692307692
4802,Gases,Gas Laws,The Ideal Gas Law,,"When filled with air, a typical scuba tank witha volume of 13.2 L has a pressure of 153 atm. If the water temperature is 27 C, howmany liters of air will such a tank provide to a divers lungs at a depth ofapproximately 70 feet in the ocean where the pressure is 3.13 atm?",How many liters of air will a tank provide to a divers lungs at a depth of approximatively 70 feet in the ocean?,"['diver', 'scuba', 'liter', 'air', 'ocean', 'temperature', 'lung', 'fill', 'witha', 'pressure', 'c', 'howmany', 'tank', 'volume', 'water', 'typical', 'atm', 'provide', 'foot', 'depth']",0.49999999999999994
4803,Gases,Gas Laws,The Ideal Gas Law,,"Letting 1 represent the air in the scuba tankand 2 represent the air in the lungs, and noting that body temperature (thetemperature the air will be in the lungs) is 37 C, we can identify thevariables as:",What is the body temperature of the air in the lungs?,"['thetemperature', 'c', 'tankand', 'represent', 'scuba', 'temperature', 'body', 'air', 'note', 'identify', 'let', 'thevariable', 'lung']",0.0
4804,Gases,Gas Laws,The Ideal Gas Law,,"Letting 1 represent the air in the scuba tankand 2 represent the air in the lungs, and noting that body temperature (thetemperature the air will be in the lungs) is 37 C, we can identify thevariables as:",How does the temperature in the body be determined?,"['thetemperature', 'c', 'tankand', 'represent', 'scuba', 'temperature', 'body', 'air', 'note', 'identify', 'let', 'thevariable', 'lung']",0.0
4805,Gases,Gas Laws,The Ideal Gas Law,,"Letting 1 represent the air in the scuba tankand 2 represent the air in the lungs, and noting that body temperature (thetemperature the air will be in the lungs) is 37 C, we can identify thevariables as:",What are the variables that can be identified?,"['thetemperature', 'c', 'tankand', 'represent', 'scuba', 'temperature', 'body', 'air', 'note', 'identify', 'let', 'thevariable', 'lung']",0.0
4806,Gases,Gas Laws,The Ideal Gas Law,,Plug in variables and solve for theunknown.,What do you plug in variables and solve for theunknown?,"['variable', 'plug', 'solve', 'theunknown']",0.0
4807,Gases,Gas Laws,The Ideal Gas Law,,Adapted from Openstax Chemistry under Creative Commons Attribution 4.0 License.,Adapted from Openstax Chemistry under what Creative Commons Attribution 4.0 License?,"['license', 'adapt']",0.0
4808,Gases,Gas Laws,The Ideal Gas Law,,Download for free at .,What is a free download at.pdf?,['free'],0.0
4809,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,"Predicting melting points and boiling points requires that you consider all of the            concepts discussed in this module. The diagram below, summarizes these concepts.            Click on each of the ""+"" symbols to get more detailed information.",How do you determine melting points and boiling points?,"['require', 'concept', 'melting', 'predict', '+', 'module', 'click', 'detailed', 'information', 'point', 'discuss', 'symbol', 'diagram', 'boiling', 'consider', 'summarize']",0.0
4810,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,"Predicting melting points and boiling points requires that you consider all of the            concepts discussed in this module. The diagram below, summarizes these concepts.            Click on each of the ""+"" symbols to get more detailed information.",What does the diagram below summarize?,"['require', 'concept', 'melting', 'predict', '+', 'module', 'click', 'detailed', 'information', 'point', 'discuss', 'symbol', 'diagram', 'boiling', 'consider', 'summarize']",0.0
4811,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,Determine which of the substances in the image below has the highest boiling point.                Explain.,Which of the substances in the image below has the highest boiling point?,"['image', 'determine', 'point', 'high', 'boiling', 'substance']",0.0
4812,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,Place the following substances in order from lowest to highest boiling point and                develop a detailed explanation of your ranking.,What are the substances in order from lowest to highest boiling point?,"['follow', 'boiling', 'detailed', 'order', 'ranking', 'point', 'develop', 'high', 'place', 'low', 'explanation', 'substance']",0.0
4813,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,"In each of the questions below, you are given two substances.  Fill in the blanks to describe              the differences in attractive forces of the two substances given.            Make a claim as to             which has the higher boiling point based on these statements.",How many substances are given in each of the questions below?,"['claim', 'give', 'describe', 'attractive', 'difference', 'statement', 'force', 'blank', 'base', 'point', 'high', 'boiling', 'question', 'substance']",0.0
4814,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,"In each of the questions below, you are given two substances.  Fill in the blanks to describe              the differences in attractive forces of the two substances given.            Make a claim as to             which has the higher boiling point based on these statements.",What are the differences in attractive forces of the two substances given?,"['claim', 'give', 'describe', 'attractive', 'difference', 'statement', 'force', 'blank', 'base', 'point', 'high', 'boiling', 'question', 'substance']",0.0
4815,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.,Adapted from Openstax Chemistry under what Creative Commons Attribution 4.0 License?,"['license', 'adapt']",0.0
4816,Solids and Liquids,Intermolecular Forces,Predicting Boiling Points from IMFs,,Download for free at .,What is a free download at.pdf?,['free'],0.0
4817,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"The nature of the attractive forces that hold atoms or ions together within a compound is            the basis for classifying chemical bonding. When electrons are transferred between atoms and ions            form, ionic bondselectrostatic forces of attraction between the oppositely charged ions of an ionic compound result. Ionic bonds are electrostatic forces of attraction, that is,            the attractive forces experienced between objects of opposite electrical charge (in this            case, cations and anions).",What is the basis for classifying chemical bonding?,"['object', 'compound', 'case', 'classify', 'force', 'ionic', 'opposite', 'electron', 'experience', 'electrostatic', 'atom', 'nature', 'bondselectrostatic', 'transfer', 'charge', 'electrical', 'attraction', 'basis', 'anion', 'form', 'attractive', 'bonding', 'cation', 'chemical', 'hold', 'result', 'ion', 'bond']",0.0
4818,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"The nature of the attractive forces that hold atoms or ions together within a compound is            the basis for classifying chemical bonding. When electrons are transferred between atoms and ions            form, ionic bondselectrostatic forces of attraction between the oppositely charged ions of an ionic compound result. Ionic bonds are electrostatic forces of attraction, that is,            the attractive forces experienced between objects of opposite electrical charge (in this            case, cations and anions).","When electrons are transferred between atoms and ions form, what are ionic bondselectrostatic forces of attraction?","['object', 'compound', 'case', 'classify', 'force', 'ionic', 'opposite', 'electron', 'experience', 'electrostatic', 'atom', 'nature', 'bondselectrostatic', 'transfer', 'charge', 'electrical', 'attraction', 'basis', 'anion', 'form', 'attractive', 'bonding', 'cation', 'chemical', 'hold', 'result', 'ion', 'bond']",0.0
4819,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"The nature of the attractive forces that hold atoms or ions together within a compound is            the basis for classifying chemical bonding. When electrons are transferred between atoms and ions            form, ionic bondselectrostatic forces of attraction between the oppositely charged ions of an ionic compound result. Ionic bonds are electrostatic forces of attraction, that is,            the attractive forces experienced between objects of opposite electrical charge (in this            case, cations and anions).",What are the attractive forces experienced between objects of opposite electrical charge?,"['object', 'compound', 'case', 'classify', 'force', 'ionic', 'opposite', 'electron', 'experience', 'electrostatic', 'atom', 'nature', 'bondselectrostatic', 'transfer', 'charge', 'electrical', 'attraction', 'basis', 'anion', 'form', 'attractive', 'bonding', 'cation', 'chemical', 'hold', 'result', 'ion', 'bond']",0.0
4820,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,electrostatic forces of attraction between the oppositely charged ions of an ionic compound,What are the electrostatic forces of attraction between the oppositely charged ions of an ionic compound?,"['charge', 'compound', 'electrostatic', 'attraction', 'force', 'ionic', 'ion']",0.0
4821,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"When an element composed of atoms that readily lose electrons (a metal) reacts with an            element composed of atoms that readily gain electrons (a nonmetal), a transfer of            electrons usually occurs, producing ions. The compound formed by this transfer is            stabilized by the electrostatic attractions (ionic bonds) between the ions of opposite            charge present in the compound.",What happens when an element composed of atoms that readily lose electrons reacts with a nonmetal?,"['metal', 'compound', 'gain', 'occur', 'nonmetal', 'ionic', 'opposite', 'electron', 'compose', 'present', 'electrostatic', 'atom', 'transfer', 'charge', 'element', 'attraction', 'react', 'form', 'stabilize', 'lose', 'ion', 'produce', 'bond']",0.625
4822,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"When an element composed of atoms that readily lose electrons (a metal) reacts with an            element composed of atoms that readily gain electrons (a nonmetal), a transfer of            electrons usually occurs, producing ions. The compound formed by this transfer is            stabilized by the electrostatic attractions (ionic bonds) between the ions of opposite            charge present in the compound.",What is the compound formed by the transfer of electrons?,"['metal', 'compound', 'gain', 'occur', 'nonmetal', 'ionic', 'opposite', 'electron', 'compose', 'present', 'electrostatic', 'atom', 'transfer', 'charge', 'element', 'attraction', 'react', 'form', 'stabilize', 'lose', 'ion', 'produce', 'bond']",0.0
4823,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"For example, when each sodium atom in a sample of sodium metal (group 1) gives up one            electron to form a sodium cation, Na+, and each chlorine atom in a sample of            chlorine gas (group 17) accepts one electron to form a chloride anion, Cl,            the resulting compound, NaCl, is composed of sodium ions and chloride ions in the ratio            of one Na+ ion for each Cl ion. Similarly, each calcium atom            (group 2) can give up two electrons and transfer one to each of two chlorine atoms to            form CaCl2, which is composed of Ca2+ and Cl ions in            the ratio of one Ca2+ ion to two Cl ions.","What is the resulting compound, NaCl, composed of?","['metal', 'gas', 'compound', 'CaCl2', 'sodium', 'electron', 'compose', 'ca2', 'atom', 'example', 'accept', 'transfer', 'calcium', 'ratio', 'sample', 'chloride', 'anion', 'group', 'form', 'give', 'cation', 'chlorine', '+', 'result', 'ion']",0.0
