Unit,Module,Title,Subheaders,Paragraph,Question,Answer_generated
Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Levels of Representation in Natural Language Processing,"Phonetic and Phonological Representations,Morphological Representation,Lexeme Representation,Syntactic Representation,Semantic Representation,Pragmatics,Discourse,Representation in Neural Models","A sequence of natural language sentences incrementally describes a local model of entities and the (evolving) relations between them. This model is known as the discourse model, and we, as the understander of the text, interpret linguistic expressions in the sentences with respect to this mental model that the understander of the text builds incrementally as we read,  containing representations of the entities referred to in the text, their properties and the relations among them.  This mental model already assumes a jointly agreed world model (e.g., everyone cknowsd New York City or cBill Clintod), and one introduces entities that will be mentioned by naming them the first time they need to be mentioned and then as the text develops uses a variety of linguistic referring expressions to refer to these entities as needed.", The model is known as what?,"A sequence of natural language sentences incrementally describes a local model of entities and the (evolving) relations between them. This model is known as the discourse model, and we, as the understander of the text, interpret linguistic expressions in the sentences with respect to this mental model that the understander of the text builds incrementally as we read,  containing representations of the entities referred to in the text, their properties and the relations among them.  This mental model already assumes a jointly agreed world model (e.g., everyone cknowsd New York City or cBill Clintod), and one introduces entities that will be mentioned by naming them the first time they need to be mentioned and then as the text develops uses a variety of linguistic referring expressions to refer to these entities as needed. Q:  The model is known as what? A: discourse model"
Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Levels of Representation in Natural Language Processing,"Phonetic and Phonological Representations,Morphological Representation,Lexeme Representation,Syntactic Representation,Semantic Representation,Pragmatics,Discourse,Representation in Neural Models","Furthermore, not every possible sequence of sentences constitutes a meaningful discourse. Consider the following two sequences of sentences:",Consider the following two sequences of sentences: The first sequence is a sequence of sentences that are what?,"Furthermore, not every possible sequence of sentences constitutes a meaningful discourse. Consider the following two sequences of sentences: Q: Consider the following two sequences of sentences: The first sequence is a sequence of sentences that are what? A: meaningful"
Analytic Algorithms and Model Building,Text Data & Natural Language Processing,Levels of Representation in Natural Language Processing,"Phonetic and Phonological Representations,Morphological Representation,Lexeme Representation,Syntactic Representation,Semantic Representation,Pragmatics,Discourse,Representation in Neural Models","A sentence sequence has to exhibit hard-to-define properties to be interpreted as a discourse: They have to have cohesion and coherence. Cohesion refers to the degree to which two passages of speech/text are cheld togetherd by formal devices like shared words and discourse markers that indicate continuity or lack of continuity. On the other hand, coherence refers to the degree to which passages in a text have cmeaningful relationships.d",Coherence refers to the degree to which two passages of speech/text are cheld togetherd by formal devices like shared words and discourse markers that indicate continuity or lack of what?,"A sentence sequence has to exhibit hard-to-define properties to be interpreted as a discourse: They have to have cohesion and coherence. Cohesion refers to the degree to which two passages of speech/text are cheld togetherd by formal devices like shared words and discourse markers that indicate continuity or lack of continuity. On the other hand, coherence refers to the degree to which passages in a text have cmeaningful relationships.d Q: Coherence refers to the degree to which two passages of speech/text are cheld togetherd by formal devices like shared words and discourse markers that indicate continuity or lack of what? A: continuity"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",In order to increase sales from the companys online store\r (Business objective)\r,"In order to increase sales from the companys online store\r (Business objective)\r, they need to do what?","In order to increase sales from the companys online store\r (Business objective)\r Q: In order to increase sales from the companys online store\r (Business objective)\r, they need to do what? A: increase sales"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r","...by classifying website visitors into youth, middle-age, and senior demographics (Task)\r","...by classifying website visitors into youth, middle-age, and senior demographics (Task)\r

Task is a term that describes how a website visitor is classified according to what?","...by classifying website visitors into youth, middle-age, and senior demographics (Task)\r Q:...by classifying website visitors into youth, middle-age, and senior demographics (Task)\r

Task is a term that describes how a website visitor is classified according to what? A: Task"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",(Business objective omitted due to project being primarily research)\r,"(Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project?","(Business objective omitted due to project being primarily research)\r Q: (Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project? A: research"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",In order to enable more effective search of audio collections\r (Problem),"In order to enable more effective search of audio collections\r (Problem) in audio collections, what must be done?","In order to enable more effective search of audio collections\r (Problem) Q: In order to enable more effective search of audio collections\r (Problem) in audio collections, what must be done? A: search of audio collections"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",We demonstrate the feasibility of a system that retrieves audio pieces from short natural language descriptions of their sounds\r (Task)\r,We demonstrate the feasibility of a system that retrieves audio pieces from short natural language descriptions of their sounds\r (Task)\r and then analyzes them to determine what?,We demonstrate the feasibility of a system that retrieves audio pieces from short natural language descriptions of their sounds\r (Task)\r Q: We demonstrate the feasibility of a system that retrieves audio pieces from short natural language descriptions of their sounds\r (Task)\r and then analyzes them to determine what? A: what? a system
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",The client is a logistics company that wants to speed up its automatic package sorting\r (Business objective)\r,The client is a logistics company that wants to speed up its automatic package sorting\r (Business objective)\r (business objective) and what else?,The client is a logistics company that wants to speed up its automatic package sorting\r (Business objective)\r Q: The client is a logistics company that wants to speed up its automatic package sorting\r (Business objective)\r (business objective) and what else? A: business objective
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",We focus on the problem of handwritten address recognition from shipping label scans \r(Problem and Task),We focus on the problem of handwritten address recognition from shipping label scans \r(Problem and Task) and what else?,We focus on the problem of handwritten address recognition from shipping label scans \r(Problem and Task) Q: We focus on the problem of handwritten address recognition from shipping label scans \r(Problem and Task) and what else? A: the problem of handwritten address recognition
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",We want to combine neural image recognition with language models on company-internal data\r (Method and Data)\r,What is the name of the method and data that we want to combine?,We want to combine neural image recognition with language models on company-internal data\r (Method and Data)\r Q: What is the name of the method and data that we want to combine? A: Method and Data
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",To improve performance beyond the current model based on standard convolutional neural networks without language information\r (Valuable functionality),"To improve performance beyond the current model based on standard convolutional neural networks without language information\r (Valuable functionality) and without the need for language information, what is the goal of the current model?","To improve performance beyond the current model based on standard convolutional neural networks without language information\r (Valuable functionality) Q: To improve performance beyond the current model based on standard convolutional neural networks without language information\r (Valuable functionality) and without the need for language information, what is the goal of the current model? A: improve performance beyond the current model based on standard convolutional neural networks without language information"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",(Business objective omitted due to project being primarily research)\r,"(Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project?","(Business objective omitted due to project being primarily research)\r Q: (Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project? A: research"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",We want to combine graph-based knowledge bases with neural attention models\r (Method),We want to combine graph-based knowledge bases with neural attention models\r (Method) and what other type of model?,We want to combine graph-based knowledge bases with neural attention models\r (Method) Q: We want to combine graph-based knowledge bases with neural attention models\r (Method) and what other type of model? A: neural
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",The client runs a complex semi-automatic manufacturing pipeline and wants to make it more efficient\r (Business objective)\r,The client runs a complex semi-automatic manufacturing pipeline and wants to make it more efficient\r (Business objective)\r (Business objective) or less efficient (business objective) or what?,The client runs a complex semi-automatic manufacturing pipeline and wants to make it more efficient\r (Business objective)\r Q: The client runs a complex semi-automatic manufacturing pipeline and wants to make it more efficient\r (Business objective)\r (Business objective) or less efficient (business objective) or what? A: less efficient
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r","Specifically, he would like to see whether some parts of the process statistically interdepend so that bottlenecks and critical components can be identified\r (Problem and Task)\r","Specifically, he would like to see whether some parts of the process statistically interdepend so that bottlenecks and critical components can be identified\r (Problem and Task)\r and then identified by a method that is similar to what?","Specifically, he would like to see whether some parts of the process statistically interdepend so that bottlenecks and critical components can be identified\r (Problem and Task)\r Q: Specifically, he would like to see whether some parts of the process statistically interdepend so that bottlenecks and critical components can be identified\r (Problem and Task)\r and then identified by a method that is similar to what? A: method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar to what? method that is similar"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",We want to conduct a qualitative survey and basic statistical analysis on a dataset of production machinery sensor readings provided by the client \r(Methods and Data)\r,The client's data is used to conduct a qualitative survey on what?,We want to conduct a qualitative survey and basic statistical analysis on a dataset of production machinery sensor readings provided by the client \r(Methods and Data)\r Q: The client's data is used to conduct a qualitative survey on what? A: production machinery sensor readings
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",Towards identifying correlating events across the production process that can be used for process optimization\r.,What is the process that is used to optimise the output of a process?,Towards identifying correlating events across the production process that can be used for process optimization\r. Q: What is the process that is used to optimise the output of a process? A: process optimization
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",(Business objective omitted due to project being primarily research)\r,"(Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project?","(Business objective omitted due to project being primarily research)\r Q: (Business objective omitted due to project being primarily research)\r

In addition to project, what else is included in the project? A: research"
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",The development of AI dialogue systems suffers from a lack of clear training signal of how satisfied the user is with the chat bots replies\r (Problem)\r,The problem is that the user doesn't know what?,The development of AI dialogue systems suffers from a lack of clear training signal of how satisfied the user is with the chat bots replies\r (Problem)\r Q: The problem is that the user doesn't know what? A: the chat bots replies
Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 5b: Framing Common Forms of Analytical Objectives,"Constructive,Benchmarking,Exploratory\r",In order to develop a per-topic quality scoring rubric for the eventual annotation of a larger dataset. \r(Task/Valuable Insight)\r,\r(Task/Valuable Insight)\r(Task/Valuable Insight) is a term that describes what type of quality score?,In order to develop a per-topic quality scoring rubric for the eventual annotation of a larger dataset. \r(Task/Valuable Insight)\r Q: \r(Task/Valuable Insight)\r(Task/Valuable Insight) is a term that describes what type of quality score? A: per-topic
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Active Learning,"Thought: Informative data points equal a data point that your algorithm had difficulty classifying. Informative data points improve your algorithm's abilities (prediction and otherwise).,Query Strategies",Active learning presents Scenarios that allow a learner to query the labels of observations in a dataset.,Scenarios that allow a learner to query the labels of observations in a dataset are called what?,Active learning presents Scenarios that allow a learner to query the labels of observations in a dataset. Q: Scenarios that allow a learner to query the labels of observations in a dataset are called what? A: Scenarios
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Active Learning,"Thought: Informative data points equal a data point that your algorithm had difficulty classifying. Informative data points improve your algorithm's abilities (prediction and otherwise).,Query Strategies","Membership Query Synthesis is a scenario that enables a learner will generate an observation that is similar to one or more in the dataset. Once it is created, the new observation can then be labeled by the oracle (an information source or teacher).",The oracle can then label the new observation by using what?,"Membership Query Synthesis is a scenario that enables a learner will generate an observation that is similar to one or more in the dataset. Once it is created, the new observation can then be labeled by the oracle (an information source or teacher). Q: The oracle can then label the new observation by using what? A: an information source or teacher"
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Active Learning,"Thought: Informative data points equal a data point that your algorithm had difficulty classifying. Informative data points improve your algorithm's abilities (prediction and otherwise).,Query Strategies",Uncertainty Sampling is an approach that allows the active learner to query the observations about which it is not able to label.,The approach is called what?,Uncertainty Sampling is an approach that allows the active learner to query the observations about which it is not able to label. Q: The approach is called what? A: Troubleshooting Sampling
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Active Learning,"Thought: Informative data points equal a data point that your algorithm had difficulty classifying. Informative data points improve your algorithm's abilities (prediction and otherwise).,Query Strategies",Expected Model Change would use an approach that selects the observation that would introduce the most change to a current model if its label was known.,The model would use what type of model change?,Expected Model Change would use an approach that selects the observation that would introduce the most change to a current model if its label was known. Q: The model would use what type of model change? A: an approach that selects the observation that would introduce the most change to a current model
Analytic Algorithms and Model Building,Supervised and Unsupersived Techniques,Active Learning,"Thought: Informative data points equal a data point that your algorithm had difficulty classifying. Informative data points improve your algorithm's abilities (prediction and otherwise).,Query Strategies",Expected Error Change involves labeling the data points that would reduce the model's out-of-sample error (a measure of how accurately your learner can make predictions on new data).,The model is called what?,Expected Error Change involves labeling the data points that would reduce the model's out-of-sample error (a measure of how accurately your learner can make predictions on new data). Q: The model is called what? A: model
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Each sample statistic has a sampling distribution. There is a sampling distribution of a sample mean, a sampling distribution of a sample proportion, a sampling distribution of a sample median, and so forth. A sampling distribution is merely a type of probability distribution. A sampling distribution specifies probabilities not for individual observations but for possible values of a statistic computed from the observations. A sampling distribution allows us to calculate, for example, probabilities about the sample proportion of individuals who voted for the Republican in an exit poll. Before the voters are selected for the exit poll, this is a variable. It has a sampling distribution that describes the probabilities of the possible values.",A sampling distribution is a type of what?,"Each sample statistic has a sampling distribution. There is a sampling distribution of a sample mean, a sampling distribution of a sample proportion, a sampling distribution of a sample median, and so forth. A sampling distribution is merely a type of probability distribution. A sampling distribution specifies probabilities not for individual observations but for possible values of a statistic computed from the observations. A sampling distribution allows us to calculate, for example, probabilities about the sample proportion of individuals who voted for the Republican in an exit poll. Before the voters are selected for the exit poll, this is a variable. It has a sampling distribution that describes the probabilities of the possible values. Q: A sampling distribution is a type of what? A: probability distribution"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Suppose a student decides to record her commuting times on various days. She selects these days at random from the school year, and her daily commuting time has the cumulative distribution function in Figure 1.",The curve is in the form of a curve with a line that points to where the student is going to go to where?,"Suppose a student decides to record her commuting times on various days. She selects these days at random from the school year, and her daily commuting time has the cumulative distribution function in Figure 1. Q: The curve is in the form of a curve with a line that points to where the student is going to go to where? A: where"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Because these days were selected at random, knowing the value of the commuting time on one of these randomly selected days provides no information about the commuting time on another of the days. That is because the days were selected at random, and the values of the commuting time on each of the different days are independently distributed random variables.","In addition to the values of the commuting time on each of the different days, what else is distributed randomly?","Because these days were selected at random, knowing the value of the commuting time on one of these randomly selected days provides no information about the commuting time on another of the days. That is because the days were selected at random, and the values of the commuting time on each of the different days are independently distributed random variables. Q: In addition to the values of the commuting time on each of the different days, what else is distributed randomly? A: the values of the commuting time on each of the different days are independently distributed random variables"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","The situation described is an example of the simplest sampling scheme used in statistics, called simple random sampling, in which n objects are selected at random from a population (the population of commuting days) and each member of the population (each day) is equally likely to be included in the sample.",The population of commuting days is equal to the population of what?,"The situation described is an example of the simplest sampling scheme used in statistics, called simple random sampling, in which n objects are selected at random from a population (the population of commuting days) and each member of the population (each day) is equally likely to be included in the sample. Q: The population of commuting days is equal to the population of what? A: commuting days"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","The n observations in the sample are denoted \\(Y_{1}\\), , \\(Y_{n}\\), where \\(Y_{1}\\) is the first observation, \\(Y_{2}\\) is the second observation, and so forth. In the commuting example, \\(Y_{1}\\) is the commuting time on the first of her n randomly selected days, and \\(Y_{i}\\) is the commuting time on the \\(i^{th}\\) of her randomly selected days.","In the commuting example, what is the first observation?","The n observations in the sample are denoted \\(Y_{1}\\),, \\(Y_{n}\\), where \\(Y_{1}\\) is the first observation, \\(Y_{2}\\) is the second observation, and so forth. In the commuting example, \\(Y_{1}\\) is the commuting time on the first of her n randomly selected days, and \\(Y_{i}\\) is the commuting time on the \\(i^{th}\\) of her randomly selected days. Q: In the commuting example, what is the first observation? A: Y_{1}"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Because the members of the population included in the sample are selected at random, the values of the observations \\(Y_{1}\\), , \\(Y_{n}\\) are themselves random. If different members of the population are chosen, their values of Y will differ. Thus the act of random sampling means that \\(Y_{1}\\), , \\(Y_{n}\\) can be treated as random variables. Before they are sampled, \\(Y_{1}\\), , \\(Y_{n}\\) can take on many possible values; after they are sampled, a specific value is recorded for each observation.",The act of random sampling means that what is the result?,"Because the members of the population included in the sample are selected at random, the values of the observations \\(Y_{1}\\),, \\(Y_{n}\\) are themselves random. If different members of the population are chosen, their values of Y will differ. Thus the act of random sampling means that \\(Y_{1}\\),, \\(Y_{n}\\) can be treated as random variables. Before they are sampled, \\(Y_{1}\\),, \\(Y_{n}\\) can take on many possible values; after they are sampled, a specific value is recorded for each observation. Q: The act of random sampling means that what is the result? A: the act of random sampling means that"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Because \\(Y_{1}\\), , \\(Y_{n}\\) are randomly drawn from the same population, the marginal distribution of \\(Y_{i}\\) is the same for each i = 1,.., n; this marginal distribution is the distribution of Y in the population being sampled. When \\(Y_{i}\\) has the same marginal distribution for i = 1,..., n, then \\(Y_{1}\\), , \\(Y_{n}\\), are said to be identically distributed.","When the marginal distribution of Y is equal to the distribution of Y in the population being sampled, then what is the marginal distribution of Y in the population being sampled?","Because \\(Y_{1}\\),, \\(Y_{n}\\) are randomly drawn from the same population, the marginal distribution of \\(Y_{i}\\) is the same for each i = 1,.., n; this marginal distribution is the distribution of Y in the population being sampled. When \\(Y_{i}\\) has the same marginal distribution for i = 1,..., n, then \\(Y_{1}\\),, \\(Y_{n}\\), are said to be identically distributed. Q: When the marginal distribution of Y is equal to the distribution of Y in the population being sampled, then what is the marginal distribution of Y in the population being sampled? A: the distribution of Y"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","Under simple random sampling, knowing the value of \\(Y_{1}\\) provides no information about \\(Y_{2}\\), so the conditional distribution of \\(Y_{2}\\) given \\(Y_{1}\\), is the same as the marginal distribution of \\(Y_{2}\\). In other words, under simple random sampling, \\(Y_{1}\\) is distributed independently of \\(Y_{2}\\), , \\(Y_{n}\\).","In simple random sampling, what is the distribution of the conditional distribution of?","Under simple random sampling, knowing the value of \\(Y_{1}\\) provides no information about \\(Y_{2}\\), so the conditional distribution of \\(Y_{2}\\) given \\(Y_{1}\\), is the same as the marginal distribution of \\(Y_{2}\\). In other words, under simple random sampling, \\(Y_{1}\\) is distributed independently of \\(Y_{2}\\),, \\(Y_{n}\\). Q: In simple random sampling, what is the distribution of the conditional distribution of? A: Y_{2}"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom","For a random sample of size n, the standard error of \\(\\bar{y}\\) depends on n and the population standard deviation \\(\\sigma\\) by \\(\\sigma _{\\bar{y}}=\\frac{\\sigma }{\\sqrt{n}}\\).",The standard error of the standard error depends on what?,"For a random sample of size n, the standard error of \\(\\bar{y}\\) depends on n and the population standard deviation \\(\\sigma\\) by \\(\\sigma _{\\bar{y}}=\\frac{\\sigma }{\\sqrt{n}}\\). Q: The standard error of the standard error depends on what? A: n and the population standard deviation"
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom",Consider this example:,Consider this example: What is the name of the person who is accused of being a part of the conspiracy to commit genocide?,Consider this example: Q: Consider this example: What is the name of the person who is accused of being a part of the conspiracy to commit genocide? A: Q
Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Statistical Inference,"Sampling Distribution,Random Sampling,I,I.D.,Standard Error,Confidence Interval,168.8cm to 181.2cm,Degrees of Freedom",You will decide on the CI to use (95%) and then find the z-value for the selected CI. A 95% CI means that 38 of the 40 confidence intervals will contain the true mean value.,A 95% CI means that what percentage of the 40 confidence intervals contain the true mean value?,You will decide on the CI to use (95%) and then find the z-value for the selected CI. A 95% CI means that 38 of the 40 confidence intervals will contain the true mean value. Q: A 95% CI means that what percentage of the 40 confidence intervals contain the true mean value? A: 38
Model Evaluation,Metrics and Interpretation,Regression Evaluation Metrics,,"R-squared, also known as the Coefficient of Determination, is the proportion of the variance in the outcome variable that can be predicted using the predictor variables. It tells you how well-observed outcomes are replicated by a model based on the proportion of total variation of outcomes explained by the model. When interpreting R-squared in a simple linear regression model, it is considered to be the square of the sample correlation coefficient between the outcomes and predictors (r2). If R2 is 0.5, this would mean that 50% of the variation in the dependent variable is explained by the predictor variables. A good model has a high R2.","If R2 is 0.5, what would be the R2 of the model?","R-squared, also known as the Coefficient of Determination, is the proportion of the variance in the outcome variable that can be predicted using the predictor variables. It tells you how well-observed outcomes are replicated by a model based on the proportion of total variation of outcomes explained by the model. When interpreting R-squared in a simple linear regression model, it is considered to be the square of the sample correlation coefficient between the outcomes and predictors (r2). If R2 is 0.5, this would mean that 50% of the variation in the dependent variable is explained by the predictor variables. A good model has a high R2. Q: If R2 is 0.5, what would be the R2 of the model? A: 50% of the variation in the dependent variable is explained by the predictor variables"
Model Evaluation,Metrics and Interpretation,Regression Evaluation Metrics,,"When there are multiple regressors, then R2 is the square of the coefficient of multiple correlations (""correlation between the variable's values and the best predictions that can be computed linearly from the predictive variables""). This metric will provide an indication of how well new data will be predicted by the model.",R2 is also known as what?,"When there are multiple regressors, then R2 is the square of the coefficient of multiple correlations (""correlation between the variable's values and the best predictions that can be computed linearly from the predictive variables""). This metric will provide an indication of how well new data will be predicted by the model. Q: R2 is also known as what? A: correlation between the variable's values and the best predictions that can be computed linearly from the predictive variables"
Model Evaluation,Metrics and Interpretation,Regression Evaluation Metrics,,Mean Squared Error (MSE) is a measure of the quality of an estimator or a predictor (depending on context). A value closer to zero is always best. Mean squared error refers to the unbiased estimate of error variance: the residual sum of squares divided by the number of degrees of freedom.,The MSE is also known as what?,Mean Squared Error (MSE) is a measure of the quality of an estimator or a predictor (depending on context). A value closer to zero is always best. Mean squared error refers to the unbiased estimate of error variance: the residual sum of squares divided by the number of degrees of freedom. Q: The MSE is also known as what? A: Mean squared error
Model Evaluation,Metrics and Interpretation,Regression Evaluation Metrics,,"Root Mean Squared Error (RMSE) gives weight to large errors since it squares the errors before computing the mean. The RMSE is computed by first determining the residuals (difference between the actual and predicted y values). Residuals are squared and the squares are averaged. Finally, the square root of the averaged squares will result in the RMSE. An easier way to think about the formula is: ""square root of (1-r2) multiplied by the standard deviation of y.",What is the square root of the averaged squares?,"Root Mean Squared Error (RMSE) gives weight to large errors since it squares the errors before computing the mean. The RMSE is computed by first determining the residuals (difference between the actual and predicted y values). Residuals are squared and the squares are averaged. Finally, the square root of the averaged squares will result in the RMSE. An easier way to think about the formula is: ""square root of (1-r2) multiplied by the standard deviation of y. Q: What is the square root of the averaged squares? A: 1-r2"
Analytic Algorithms and Model Building,Model Selection,Model Selection for Inference,,"Where L(M) is the number of bits required to represent the model h, and L(D|M) is the number of bits required to represent the model predictions on the dataset. A model with a smaller MDL value is considered better for inference.",A model with a larger MDL value is considered better for inference because it has more information about what?,"Where L(M) is the number of bits required to represent the model h, and L(D|M) is the number of bits required to represent the model predictions on the dataset. A model with a smaller MDL value is considered better for inference. Q: A model with a larger MDL value is considered better for inference because it has more information about what? A: what? the model predictions"
Model Evaluation,Metrics and Interpretation,Model Interpretation Strategies,,"As a data scientist, model interpretation means more than one thing to you and your clients, and in most cases, it will mean different things to both parties. A data scientist is interested in understanding the results of a task and how it can assist the client and their end-users in making decisions. A great resource by Marco Ribeiro explains end-user empowerment as the secret weapon to building trust in a model. The example given is of a doctor using a model to predict whether a patient has the flu or not. There is a middle ""man"" between the prediction and the explanation of the prediction. This explanation is what the decision-maker (doctor in this case) will use to make the decision on the right diagnosis and treatment.",The middle man is the person who makes the decision on what?,"As a data scientist, model interpretation means more than one thing to you and your clients, and in most cases, it will mean different things to both parties. A data scientist is interested in understanding the results of a task and how it can assist the client and their end-users in making decisions. A great resource by Marco Ribeiro explains end-user empowerment as the secret weapon to building trust in a model. The example given is of a doctor using a model to predict whether a patient has the flu or not. There is a middle ""man"" between the prediction and the explanation of the prediction. This explanation is what the decision-maker (doctor in this case) will use to make the decision on the right diagnosis and treatment. Q: The middle man is the person who makes the decision on what? A: the right diagnosis and treatment"
Model Evaluation,Metrics and Interpretation,Model Interpretation Strategies,,The next module is an overview of the assessments or metrics that typically concern you as the data scientist. These metrics are useful tools in deciding whether a model will be considered trustworthy.,What is the next module that you might want to use to determine if a model is trustworthy?,The next module is an overview of the assessments or metrics that typically concern you as the data scientist. These metrics are useful tools in deciding whether a model will be considered trustworthy. Q: What is the next module that you might want to use to determine if a model is trustworthy? A: an overview of the assessments or metrics that typically concern you
Model Evaluation,Metrics and Interpretation,Model Interpretation Strategies,,Reading: Should you trust that model?,Reading: Should you trust that model?,Reading: Should you trust that model? Q: Reading: Should you trust that model? A: should you trust that model
