,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
611,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","Regression Problem: A problem where the model predicts a real value, the last layer in the model consists of a single node with a linear activation function, and the Mean Squared Error (MSE) can be used as a loss function.",The model is modeled after what?,"['function', 'loss', 'layer', 'activation', 'linear', 'predict', 'model', 'regression', 'single', 'consist', 'node', 'value', 'problem', 'real']",0.0
612,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","For a deep learning problem, once a loss function has been defined, an optimization algorithm is used to update the network parameters (weights and biases) based on the obtained loss value. The loss is usually the sum of the loss values obtained for each example in the training dataset and is minimized by an optimization algorithm. An optimization algorithm iteratively calculates the next point using the gradient at the current position, then scales it by a learning rate and subtracts the obtained value from the current position. This is known as cmaking a stepd and refers to the update in network parameters mentioned above. The value is subtracted in the case of a minimization objective, which is the most common case in deep learning and can be added for a maximization objective.",The gradient at the current position is called what?,"['parameter', 'subtract', 'cmake', 'calculate', 'common', 'training', 'algorithm', 'know', 'obtain', 'deep', 'dataset', 'minimize', 'scale', 'point', 'mention', 'update', 'example', 'current', 'objective', 'maximization', 'learning', 'define', 'weight', 'base', 'add', 'problem', 'case', 'function', 'minimization', 'loss', 'sum', 'refer', 'rate', 'network', 'optimization', 'stepd', 'value', 'position', 'gradient', 'bias']",0.0
613,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","Gradient Descent is the most basic but also one of the most used optimization algorithms. It is used heavily in linear regression and classification algorithms. Backpropagation in neural networks also uses a gradient descent algorithm. Gradient descent is a first-order optimization algorithm that is dependent on the first-order derivative of a loss function. It calculates which way the weights should be altered so that the function can reach a minimum. Through backpropagation, the loss is transferred (propagated!) from one layer to another, and the models parameters, also known as weights, are modified depending on the losses so that the loss can be minimized.",Backpropagation is used heavily in what?,"['use', 'propagate', 'parameter', 'calculate', 'algorithm', 'model', 'alter', 'know', 'dependent', 'classification', 'transfer', 'layer', 'way', 'minimize', 'reach', 'regression', 'basic', 'weight', 'order', 'descent', 'function', 'loss', 'derivative', 'minimum', 'linear', 'network', 'optimization', 'backpropagation', 'depend', 'modify', 'neural', 'gradient']",0.0
614,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Easy to compute,Easy to compute?,"['easy', 'compute']",0.0
615,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Easy to implement,Easy to implement?,"['implement', 'easy']",0.0
616,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Susceptible to getting stuck in a local minima,Susceptible to getting stuck in a local minima culpa?,"['stuck', 'get', 'minima', 'local', 'susceptible']",0.2222222222222222
617,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Computation for entire dataset requires a large memory,"Computation for entire dataset requires a large memory footprint, which is what?","['entire', 'computation', 'large', 'memory', 'require', 'dataset']",0.25
618,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","Stochastic Gradient Descent (SGD) is a variant of Gradient Descent where model parameters are updated more frequently as opposed to one single update. Model parameters are updated after the computation of loss on each training example chosen in a random order, hence the title stochastic.",The model parameters are updated after the computation of what?,"['loss', 'parameter', 'choose', 'computation', 'variant', 'training', 'model', 'title', 'update', 'single', 'example', 'random', 'order', 'oppose', 'stochastic']",0.0
619,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Converges in lesser time because of frequent updates,Converges in lesser time because of frequent updates and what else?,"['frequent', 'converge', 'time', 'update', 'less']",0.0
620,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Lesser memory requirements for calculating updates,Lesser memory requirements for calculating updates to a document are called what?,"['requirement', 'calculate', 'memory', 'update', 'less']",0.16666666666666666
621,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Moderate amount of memory requirements,Moderate amount of memory requirements for a game to run on a high-end system is called what?,"['memory', 'moderate', 'requirement']",0.0625
622,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Susceptible to getting trapped in a local minima,Susceptible to getting trapped in a local minima culpa?,"['minima', 'trap', 'susceptible', 'local']",0.3333333333333333
623,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Reduces the high variance in model updates by SGD,"Reduces the high variance in model updates by SGD and other factors such as the presence of a high variance in the model update, which is known as what?","['model', 'reduce', 'update', 'high', 'variance']",0.09090909090909091
624,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Faster convergence than Gradient Descent,Faster convergence than Gradient Descent?,"['convergence', 'fast']",0.0
625,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Reduces the need to manually modify learning rate,Reduces the need to manually modify learning rate settings in a student's computer to make sure they're doing what?,"['learning', 'rate', 'need', 'reduce', 'modify']",0.1111111111111111
626,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Tends to have faster convergence than Gradient Descent and SGD,Gradient Descent is a feature of what?,"['fast', 'convergence', 'tend']",0.14285714285714285
627,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","The learning rate might be decreased aggressively and monotonically, resulting in a very small learning rate","The learning rate might be decreased aggressively and monotonically, resulting in a very small learning rate that is not what?","['decrease', 'learning', 'result', 'rate', 'small']",0.2222222222222222
628,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Requires lesser tuning than other optimization algorithms,Requires lesser tuning than other optimization algorithms?,"['tuning', 'algorithm', 'optimization', 'require', 'less']",0.0
629,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Faster convergence,"Faster convergence is a term that refers to the convergence of two or more things at once, in which case the convergence is called what?","['convergence', 'fast']",0.047619047619047616
630,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages","AdaDelta is an extension of AdaGrad, which tends to remove the decaying learning rate problem. Instead of accumulating all previously squared gradients, AdaDelta limits the window of accumulated past gradients to some fixed size w. An exponentially moving average is used rather than the sum of all the gradients in this case. AdaDelta uses two state variables to store the leaky average of the second moment gradient and a leaky average of the second moment of change of parameters in the model.",The state variables are stored in a separate file called what?,"['use', 'accumulate', 'move', 'leaky', 'parameter', 'tend', 'past', 'model', 'store', 'state', 'second', 'square', 'fix', 'limit', 'variable', 'decay', 'w.', 'average', 'extension', 'window', 'problem', 'case', 'size', 'sum', 'moment', 'rate', 'learn', 'remove', 'gradient', 'change']",1.2727272727272727
631,Deep Learning and Model Deployment,Deep Learning & Computer Vision,Deep Learning Objective / Loss Functions,"Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages,Advantages,Disadvantages",Rapid convergence,"Rapid convergence is a term that refers to the convergence of two or more things at once, in which case the convergence is called what?","['rapid', 'convergence']",0.047619047619047616
632,Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Module 12 Summary,,Statistical Inference is the process of drawing inferences from your data using probability theory. Statistical inference is used to draw scientific conclusions and test hypotheses.,"In addition to inference, what else is used to draw scientific conclusions?","['probability', 'hypothesis', 'datum', 'conclusion', 'theory', 'process', 'test', 'draw', 'scientific', 'statistical', 'inference']",0.0
633,Exploratory Data Analysis,Statistical Inference & Hypothesis Testing,Module 12 Summary,,"As the sample size n increases, the standard error approaches the true standard deviation for large n. This is because the standard error is an estimate of the true value of the standard deviation.",The standard error is an estimate of what?,"['n', 'n.', 'error', 'standard', 'large', 'approach', 'estimate', 'deviation', 'increase', 'value', 'sample', 'true', 'size']",0.0
634,Problem Identification and Solution Vision,Problem Identification,Problem Identification,,"Lack of technical data science skills,","Lack of technical data science skills, technical data science skills, and technical data science skills are all examples of what?","['datum', 'skill', 'technical', 'lack', 'science']",0.0
635,Problem Identification and Solution Vision,Problem Identification,Problem Identification,,"Inaccurate interpretation of results, and","Inaccurate interpretation of results, and the use of inaccurate information to make conclusions about what?","['result', 'interpretation', 'inaccurate']",0.0
636,Problem Identification and Solution Vision,Problem Identification,Problem Identification,,"The remainder of this unit focuses on the ability to identify problems and envision a solution, which is among the most important skills a data scientist must possess.",The unit is also known as what?,"['data', 'possess', 'envision', 'unit', 'solution', 'skill', 'identify', 'focus', 'important', 'remainder', 'problem', 'ability', 'scientist']",0.0
637,Collecting and Understanding Data,Data Collection,Study Design,,"To connect the studys objectives with the data gathered, data scientists need to come up with a sound study design for execution while ensuring the validity and integrity of the inference. There is a range of study design options, from the exploratory analysis of data that is organically available, to those very highly planned efforts for collecting and analyzing data aligned to a specific question. Study design encompasses everything in preparation for data-driven research. A study can fall into multiple categories of study designs.",What is one of the main categories of study designs?,"['studys', 'question', 'collect', 'effort', 'execution', 'encompass', 'scientist', 'connect', 'data', 'research', 'datum', 'ensure', 'preparation', 'multiple', 'need', 'come', 'fall', 'objective', 'category', 'option', 'inference', 'study', 'plan', 'sound', 'drive', 'validity', 'analyze', 'align', 'design', 'gather', 'range', 'specific', 'exploratory', 'analysis', 'available', 'integrity']",0.0
638,Collecting and Understanding Data,Data Collection,Study Design,,Exploratory,The computer in the computer's memory is called what?,['exploratory'],0.0
639,Collecting and Understanding Data,Data Collection,Study Design,,Bottom-up (without a pre-specified question),Bottom-up (without a pre-specified question) is a term that is used to describe what happens to a person when they are in a position of high risk?,"['-', 'question', 'pre', 'specified']",0.0
640,Collecting and Understanding Data,Data Collection,Study Design,,Can lead to knowledge discovery or new theory,Can lead to knowledge discovery or new theory?,"['knowledge', 'theory', 'new', 'lead', 'discovery']",0.0
641,Collecting and Understanding Data,Data Collection,Study Design,,Uses inductive logic and the logic of discovery,Uses inductive logic and the logic of discovery are examples of what?,"['discovery', 'use', 'logic', 'inductive']",0.0
642,Collecting and Understanding Data,Data Collection,Study Design,,Top-down (with a specified falsifiable hypothesis),Top-down (with a specified falsifiable hypothesis) is a term that is used to describe a set of hypotheses that are based on what?,"['falsifiable', 'hypothesis', 'specify']",0.05263157894736842
643,Collecting and Understanding Data,Data Collection,Study Design,,Tests an existing theory,"Tests an existing theory of the theory of relativity, which is based on what theory?","['exist', 'theory', 'test']",0.0
644,Collecting and Understanding Data,Data Collection,Study Design,,"Use deductive logic, the logic of justification, and reconstructed logic","Use deductive logic, the logic of justification, and reconstructed logic are all examples of what?","['use', 'deductive', 'logic', 'reconstruct', 'justification']",0.0
645,Collecting and Understanding Data,Data Collection,Study Design,,"The purpose of experiments is to compare responses of subjects to some outcome measures, under different conditions. Those conditions are levels of a variable that can influence the outcomes. The data scientist has the experimental control of being able to assign subjects to the conditions.",The data scientist has the responsibility of being able to assign subjects to what?,"['scientist', 'purpose', 'data', 'assign', 'experimental', 'different', 'subject', 'influence', 'measure', 'level', 'outcome', 'able', 'variable', 'control', 'experiment', 'response', 'compare', 'condition']",0.0
646,Collecting and Understanding Data,Data Collection,Study Design,,"To conduct experiments, there is often a plan of manipulation or assignment of the subjects to treatment. These are called experimental designs.","In the case of experiments, what is the name of the plan of manipulation?","['manipulation', 'assignment', 'treatment', 'plan', 'call', 'subject', 'design', 'conduct', 'experiment', 'experimental']",0.0
647,Collecting and Understanding Data,Data Collection,Study Design,,Good experimental designs use randomization to determine which treatment a subject receives.,Randomization is used to determine which treatment a subject receives?,"['use', 'treatment', 'determine', 'randomization', 'good', 'subject', 'design', 'receive', 'experimental']",0.30000000000000004
648,Collecting and Understanding Data,Data Collection,Study Design,,"The purpose of observational studies is to draw inferences about the effect of an cexposured or intervention on subjects, where the assignment of subjects to groups is observed rather than manipulated (e.g., through randomization) by the data scientist.","In addition to the data scientist, what else is involved in the study?","['purpose', 'cexposure', 'intervention', 'assignment', 'study', 'data', 'randomization', 'effect', 'subject', 'manipulate', 'group', 'observe', 'draw', 'observational', 'scientist', 'inference']",0.0
649,Collecting and Understanding Data,Data Collection,Study Design,,"Observational research involves the direct observation of individuals in their natural settings. As such, who does or does not receive intervention is determined by individual preferences, practice patterns, or policy decisions.","In addition to individual preferences, practice patterns, and policy decisions, what else is determined by individual preferences, practice patterns, and policy decisions?","['research', 'setting', 'preference', 'intervention', 'direct', 'individual', 'observation', 'determine', 'decision', 'involve', 'policy', 'natural', 'pattern', 'practice', 'receive', 'observational']",0.0
650,Deep Learning and Model Deployment,CPU vs. GPU,The Basics of Cloud Computing,,"In data science, you will work with large amounts of data with a variety of tools in interpreted environments. The sheer amount of data in todays data science systems requires a lot of experience to manage the underlying hardware, and doing so efficiently and effectively is usually prohibitively expensive to do so. Additionally, managing the security, fault-tolerance, and data governance of the systems you are working on can be incredibly difficult to do from an IT level.",What is the main requirement of data science?,"['amount', 'interpret', 'tool', 'difficult', 'system', 'security', 'datum', 'governance', 'large', 'lot', 'tolerance', 'require', 'environment', 'fault', 'expensive', 'sheer', 'today', 'hardware', 'experience', 'underlying', 'manage', 'science', 'variety', 'work', 'level']",0.0
651,Problem Identification and Solution Vision,Problem Identification,Evidence Value Proposition,,"We use a framework to formulate questions that carefully define business needs and extract business objectives that can be met using data science techniques. This framework can help a data science team meet the expectations of the client and deliver a solution that meets the business needs. The Evidence Value Proposition (EVP) framework was developed to help determine the desired analytic objectives and provide evidence that the objectives can be met with the appropriate data and technology. This methodology, as shown in figure 1 below, shows five (5) steps guided by questions that help formulate business objectives.\r","This methodology, as shown in figure 1 below, shows five (5) steps guided by questions that help formulate business objectives.\r

The Evidence Value Proposition framework is used to determine what?","['use', 'technology', 'question', 'guide', 'provide', 'meet', 'client', 'solution', 'deliver', 'appropriate', 'figure', 'data', 'expectation', 'datum', 'methodology', 'need', 'formulate', 'objective', 'show', 'step', 'extract', 'analytic', 'define', 'team', 'objectives.\\r', 'framework', 'science', 'develop', 'determine', 'desire', 'evidence', 'technique', 'help', 'business']",0.0
652,Problem Identification and Solution Vision,Problem Identification,Evidence Value Proposition,,Figure 1. Evidence Value Proposition Framework,Evidence Value Proposition Framework is a framework that provides evidence value for what?,['figure'],0.0
653,Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"Modeling involves choosing the appropriate model for the problem (we see why business understanding comes first!) even though it is often mistaken as the first stage of the process. Modeling typically consists of feature engineering, algorithm selection, model training, and evaluation.",Modeling is usually done by what type of person?,"['understanding', 'choose', 'stage', 'involve', 'appropriate', 'model', 'training', 'engineering', 'come', 'mistake', 'process', 'consist', 'evaluation', 'problem', 'feature', 'modeling', 'business']",0.0
654,Problem Identification and Solution Vision,Data Science Lifecycle,Module 3 Summary,,"The data science lifecycle can seem daunting at first, but a data scientist will not complete all the tasks alone. A productive team will consist of individuals with complementary skills filling various roles that can ensure the project is successfully executed.",A team that has a diverse team of people working together will be able to do what?,"['skill', 'consist', 'daunt', 'complementary', 'scientist', 'data', 'datum', 'ensure', 'complete', 'lifecycle', 'team', 'project', 'role', 'productive', 'science', 'execute', 'individual', 'fill', 'task']",0.4666666666666666
655,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",The paper is targeting ML researchers and practitioners who build machine learning systems that interact with the end-user.,ML researchers and practitioners are targeting what?,"['learning', 'user', 'interact', 'practitioner', 'paper', 'researcher', 'system', 'machine', 'end', 'target', 'build']",0.0
656,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","This perspective addresses the existing lack of consensus on the definition of interpretability in current literature. In addition, the paper reports an unintuitive result that clear models with fewer features are not better than complex or black-box models in their ability to help people make beneficial decisions or detect errors.",The paper reports an unintuitive result that what is better than complex or black-box models?,"['few', 'error', 'beneficial', 'decision', 'people', 'well', 'unintuitive', 'addition', 'model', 'lack', 'interpretability', 'detect', 'ability', 'current', 'black', 'feature', 'clear', 'literature', 'definition', 'complex', 'perspective', 'exist', 'result', 'paper', 'report', 'consensus', 'help', 'box', 'address']",0.0
657,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","The overall experimental procedure is to various factors that may influence a models interpretability and measure their effect on peoples behaviors, with a focus on the following aspects:","The overall experimental procedure is to various factors that may influence a models interpretability and measure their effect on peoples behaviors, with a focus on the following aspects: what is the main goal of the experimental procedure?","['overall', 'aspect', 'experimental', 'effect', 'people', 'influence', 'model', 'factor', 'measure', 'behavior', 'interpretability', 'focus', 'procedure', 'follow']",0.2333333333333333
658,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",RQ1: How well can people simulate a models prediction?,RQ1: How well can people simulate a models prediction?,"['simulate', 'people', 'prediction', 'model']",0.1111111111111111
659,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",RQ2: To what extent do people follow a models prediction when its beneficial for them to do so?,RQ2: To what extent do people follow a models prediction when its beneficial for them to do so?,"['prediction', 'beneficial', 'people', 'model', 'extent', 'follow', 'rq2']",0.0625
660,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",RQ3: How well can people detect when a model has made a mistake and correct it?,RQ3: How well can people detect when a model has made a mistake and correct it?,"['correct', 'detect', 'people', 'model', 'mistake']",0.06666666666666667
661,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",A clear model with a smaller number of features was easiest for participants to simulate.,The smaller size of the model was also a benefit for participants because it allowed them to simulate more of what?,"['model', 'small', 'number', 'easy', 'simulate', 'participant', 'feature', 'clear']",0.3157894736842105
662,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?",There were no significant differences in the participants trust of the models across the 4 experimental conditions. Participants did not trust the clear model with 2 features more than the black-box model with 8 features.,The model with 8 features was used to test the model with what other model?,"['clear', 'model', 'trust', 'box', 'black', 'participant', 'feature', 'condition', 'experimental', 'difference', 'significant']",0.0
663,Model Evaluation,[Research Paper] Manipulating and Measuring Model Interpretability,Manipulating and Measuring Model Interpretability,"Who are the papers' authors? Why are they qualified to write about this topic?,Who is the audience of the paper?,Why is the paper\xe2\x80\x99s topic relevant at the time of its writing?,What is the paper\xe2\x80\x99s contribution? Which research gap is it trying to address?,Summary of the paper\xe2\x80\x99s experiments and findings.,What are the implications of the paper\xe2\x80\x99s findings? What can an outsider like us expect to learn from this paper?","Machine learning interpretability is not purely a computational problem. An interdisciplinary approach is needed, and a human-centered focus is likely the key.",What is the key to understanding the interdisciplinary approach?,"['key', 'interdisciplinary', 'human', 'approach', 'need', 'learn', 'likely', 'machine', 'interpretability', 'center', 'focus', 'problem', 'computational']",0.0
664,Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 1: Actually Understanding the Business Objective,,"First, one engages with the client by learning about their business or organization, its customers/clients, the market and its competitors, and the general state of the art in achieving business objectives of its kind. Often this may involve a workshop-like event between the business unit and the data science team, which may lead to a regular communication schedule (e.g., calls, in-person meetings, reports).","In addition to the data science team, what other team members may be involved in the workshop?","['kind', 'client', 'call', 'competitor', 'general', 'regular', 'engage', 'datum', 'organization', 'meeting', 'objective', 'achieve', 'like', 'team', 'unit', 'market', 'communication', 'art', 'science', 'customer', 'involve', 'person', 'schedule', 'report', 'learn', 'workshop', 'lead', 'state', 'business', 'event']",0.0
665,Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 1: Actually Understanding the Business Objective,,"Familiarizing oneself with different substantive domains in order to deliver good data science work takes patience and attention to detail. It is a lifelong learning process but is also one of the most rewarding aspects of this profession. It is not uncommon for data scientists to have some formal education or professional experience in specific disciplines (e.g., medicine, biology, finance, or business), which enables them to do highly effective work in that area. Similarly, trained data scientists may decide to specialize in a certain field because the depth of their expertise makes them sought after consultants, or because they consider it personally satisfying.",Data scientists may decide to specialize in a field because of the depth of their knowledge and what else?,"['detail', 'education', 'finance', 'good', 'professional', 'deliver', 'process', 'certain', 'rewarding', 'substantive', 'scientist', 'take', 'datum', 'decide', 'uncommon', 'expertise', 'consultant', 'field', 'attention', 'effective', 'familiarize', 'profession', 'enable', 'specialize', 'biology', 'learning', 'satisfying', 'train', 'discipline', 'order', 'experience', 'science', 'aspect', 'formal', 'patience', 'depth', 'domain', 'work', 'make', 'specific', 'consider', 'lifelong', 'seek', 'medicine', 'different', 'business', 'area']",1.2777777777777781
666,Problem Identification and Solution Vision,Distilling the Analytic Objective,Step 2: Identifying and Delimiting the Problem,,"Domain experts should be confident that data exists which, when analyzed, can facilitate that solution. This data must either be available or sources are available to retrieve the data.",The data must be available to the experts in order for them to be able to do what?,"['analyze', 'exist', 'confident', 'datum', 'domain', 'retrieve', 'expert', 'solution', 'source', 'available', 'facilitate']",0.0
